age,income,home_ownership_enc,emplyment_length,loan_intent_enc,loan_amount,loan_interest_rate,loan_income_ratio,payment_default_enc,credit_history_length,max_allowed_loan
22.0,30000,3,4,1,2000,10.38,0.07,0,3,30990
22.0,30000,3,2,0,2000,7.9,0.07,0,4,30990
22.0,30000,3,2,1,2000,12.53,0.07,0,2,30990
22.0,30000,2,3,4,2000,11.14,0.07,0,3,30990
22.0,30000,3,2,5,2000,11.49,0.07,0,3,30990
22.0,30000,3,6,1,2000,11.36,0.07,0,2,30990
22.0,31200,0,4,3,3300,11.99,0.11,0,4,31007
29.0,25200,3,14,2,5500,6.54,0.22,0,5,31018
24.0,28800,3,1,3,3500,12.99,0.12,0,3,31046
22.0,47580,0,7,1,21250,13.49,0.44,0,2,31056
24.0,33300,0,2,4,8875,9.91,0.27,0,2,31062
33.0,24000,2,1,5,8500,15.33,0.35,0,8,31070
26.0,32000,2,1,3,10500,14.59,0.35,1,2,31073
22.0,36996,0,0,1,9600,11.89,0.27,0,2,31074
39.0,18000,2,1,5,4000,6.99,0.22,0,14,31075
23.0,34000,0,1,0,8000,6.54,0.24,0,4,31079
25.0,30000,3,3,5,6400,6.62,0.21,0,4,31080
25.0,30000,3,3,5,6400,7.49,0.22,0,4,31080
26.0,27000,0,10,3,4000,13.48,0.14,0,4,31084
28.0,24000,3,12,4,2500,9.99,0.1,0,9,31086
23.0,35400,3,7,0,9600,14.65,0.26,0,2,31087
21.0,32000,0,5,5,2500,11.99,0.08,0,2,31090
23.0,29666,3,1,4,3000,9.32,0.1,0,2,31103
22.0,31200,3,2,3,3200,11.66,0.1,1,2,31108
22.0,31200,3,1,1,3200,10.99,0.1,0,3,31108
23.0,28800,2,8,1,2000,7.14,0.07,0,2,31110
23.0,28800,0,2,3,2000,12.42,0.07,0,2,31110
23.0,28800,0,1,5,2000,7.9,0.07,0,4,31110
22.0,38400,3,4,1,11100,9.63,0.28,0,4,31117
22.0,32400,3,3,0,4500,8.49,0.14,0,2,31125
23.0,30000,2,4,5,3350,12.99,0.11,1,3,31137
23.0,30000,3,4,1,3350,7.49,0.11,0,3,31137
21.0,35004,0,3,1,5600,11.49,0.16,0,2,31138
22.0,42000,0,5,1,15000,11.49,0.36,0,3,31173
22.0,42000,0,6,0,15000,6.03,0.37,0,2,31173
24.0,36000,2,4,5,12000,9.76,0.33,0,4,31174
24.0,36000,0,5,1,12000,14.26,0.33,1,3,31174
31.0,24000,3,0,3,6000,7.9,0.25,0,5,31176
31.0,24000,0,3,5,6000,7.9,0.25,0,7,31176
31.0,24000,3,0,3,6000,8.9,0.25,0,10,31176
31.0,24000,2,7,2,6000,5.42,0.25,0,8,31176
31.0,24000,3,2,0,6000,7.49,0.25,0,6,31176
22.0,36000,3,2,3,8400,10.99,0.23,0,4,31180
22.0,36000,0,4,5,8400,7.51,0.23,0,3,31180
22.0,36000,2,5,5,8400,12.69,0.24,0,3,31180
24.0,30000,3,2,3,4800,12.69,0.16,0,2,31183
24.0,30000,3,2,3,4800,7.14,0.16,0,2,31183
24.0,30000,3,3,4,4800,15.62,0.16,1,3,31183
24.0,30000,3,7,0,4800,7.29,0.16,0,2,31183
24.0,30000,3,5,0,4800,11.36,0.16,0,4,31183
22.0,32000,3,0,0,4000,7.68,0.13,0,2,31186
23.0,30000,3,0,5,3300,10.38,0.11,0,3,31187
24.0,28500,3,4,5,3000,11.14,0.11,0,3,31187
22.0,30000,3,0,1,1800,11.71,0.06,0,4,31191
23.0,28000,3,0,3,1000,7.74,0.04,0,3,31193
23.0,28000,3,3,0,1000,11.99,0.04,0,4,31193
23.0,31500,3,2,5,5000,13.92,0.16,0,2,31209
23.0,28452,3,2,0,1500,12.87,0.05,0,4,31211
29.0,30000,2,13,3,12250,8.88,0.42,0,10,31218
24.0,40000,0,1,1,16750,11.66,0.4,0,4,31219
25.0,37000,0,9,3,15000,6.54,0.41,0,2,31219
22.0,45000,0,1,5,18250,7.9,0.4,0,2,31220
22.0,41500,0,2,4,14400,10.37,0.33,0,3,31224
23.0,35000,0,0,4,9000,6.99,0.26,0,3,31228
29.0,25000,3,1,5,5000,12.84,0.2,0,9,31229
29.0,25000,3,0,1,5000,10.62,0.2,0,6,31229
29.0,25000,3,0,3,5000,12.99,0.2,1,7,31229
29.0,25000,3,0,1,5000,11.86,0.2,0,5,31229
25.0,29000,3,4,3,5000,13.98,0.17,1,4,31232
23.0,33276,3,2,1,7000,7.29,0.21,0,4,31248
25.0,31416,3,5,4,8000,11.12,0.25,0,2,31248
26.0,25200,3,2,5,1500,6.76,0.06,0,2,31250
26.0,25596,3,0,3,2000,10.99,0.08,0,4,31263
21.0,33600,0,5,5,4000,7.14,0.12,0,4,31267
22.0,35000,3,3,0,7200,15.96,0.21,1,4,31281
22.0,35000,3,6,1,7200,6.17,0.21,0,2,31281
23.0,32000,3,5,3,5500,10.38,0.17,0,2,31283
22.0,33000,3,3,1,5000,8.49,0.15,0,2,31284
22.0,33000,3,6,1,5000,8.9,0.15,0,4,31284
22.0,33000,3,5,5,5000,11.49,0.15,0,4,31284
22.0,33000,3,1,5,5000,13.16,0.15,1,3,31284
22.0,33000,3,3,4,5000,11.86,0.15,0,3,31284
22.0,33000,0,1,1,5000,6.62,0.15,0,4,31284
22.0,33000,2,6,3,5000,5.79,0.15,0,3,31284
22.0,33000,3,4,0,5000,8.9,0.15,0,4,31284
22.0,33000,3,0,4,5000,10.0,0.15,0,3,31284
22.0,35004,3,0,1,7200,7.29,0.21,0,2,31286
25.0,27600,3,1,5,3200,11.99,0.11,0,3,31286
25.0,27600,3,2,5,3200,11.49,0.12,0,2,31286
23.0,32004,3,7,4,5500,14.17,0.17,0,3,31288
22.0,31200,3,3,1,3000,10.59,0.1,0,2,31308
22.0,31200,3,0,1,3000,10.99,0.1,0,4,31308
23.0,39456,2,7,4,14000,7.29,0.35,0,2,31347
27.0,29760,3,1,1,8800,12.42,0.29,0,8,31351
23.0,36000,3,1,3,10000,12.87,0.28,0,3,31377
23.0,36000,3,6,1,10000,5.99,0.28,0,2,31377
23.0,36000,3,0,5,10000,9.99,0.28,0,3,31377
23.0,36000,3,3,3,10000,11.99,0.28,0,3,31377
23.0,36000,3,2,0,10000,7.49,0.28,0,3,31377
23.0,36000,3,3,1,10000,11.36,0.28,0,4,31377
23.0,36000,2,2,3,10000,5.79,0.28,0,3,31377
23.0,36000,0,4,5,10000,7.51,0.28,0,3,31377
23.0,36000,3,0,1,10000,13.49,0.27,0,4,31377
23.0,36000,3,0,1,10000,7.14,0.28,0,4,31377
23.0,36000,3,5,4,10000,14.54,0.28,1,4,31377
23.0,36000,3,1,1,10000,12.53,0.28,0,2,31377
23.0,36000,3,6,3,10000,16.77,0.28,0,2,31377
23.0,36000,3,5,3,10000,10.36,0.28,0,4,31377
23.0,36000,0,7,1,10000,10.65,0.28,0,3,31377
22.0,34000,3,2,4,6000,13.57,0.18,1,3,31383
22.0,34000,3,0,1,6000,11.99,0.18,0,3,31383
22.0,34000,3,0,1,6000,12.53,0.18,0,4,31383
28.0,25000,3,4,0,3600,13.47,0.14,1,10,31383
28.0,26004,3,2,0,5000,11.86,0.19,0,5,31386
22.0,30000,3,2,0,1600,13.98,0.05,1,4,31391
27.0,24000,3,0,1,1000,7.4,0.04,0,5,31391
34.0,21600,2,0,1,5275,11.71,0.25,0,8,31420
24.0,31200,3,3,0,6000,12.86,0.19,1,4,31421
24.0,31200,3,8,3,6000,7.74,0.19,0,3,31421
24.0,31200,3,5,3,6000,12.69,0.19,0,4,31421
23.0,33000,3,7,1,6500,9.25,0.2,0,3,31431
27.0,27000,3,4,1,5000,8.0,0.19,0,8,31431
52.0,24000,3,2,3,6000,9.63,0.25,0,22,31437
21.0,33000,3,4,0,3200,6.62,0.1,0,4,31438
27.0,28500,3,1,0,7000,10.0,0.25,0,10,31452
24.0,33000,2,8,1,8125,15.99,0.25,1,4,31453
24.0,33000,3,0,3,8125,8.49,0.25,0,2,31453
31.0,30000,0,3,2,15000,16.4,0.5,1,6,31462
23.0,43236,2,6,5,18225,12.87,0.42,0,4,31465
25.0,36000,0,5,1,13500,10.99,0.38,0,2,31471
27.0,30000,2,2,2,9000,13.92,0.3,1,10,31474
27.0,30000,3,5,3,9000,13.49,0.3,0,10,31474
25.0,32000,0,9,0,8500,10.38,0.27,0,3,31477
26.0,30000,3,5,3,7500,7.9,0.25,0,4,31477
26.0,30000,3,2,3,7500,11.83,0.24,0,3,31477
26.0,30000,3,4,3,7500,11.83,0.25,0,2,31477
26.0,30000,3,0,1,7500,13.22,0.25,1,4,31477
26.0,30000,0,5,3,7500,13.49,0.25,0,2,31477
26.0,30000,0,0,0,7500,11.78,0.25,0,3,31477
30.0,25000,2,4,2,6000,10.99,0.25,0,7,31477
25.0,31200,3,2,1,7500,6.62,0.24,0,3,31478
28.0,26500,0,5,5,5600,13.43,0.21,1,10,31479
25.0,30000,3,1,1,6000,7.51,0.2,0,3,31481
25.0,30000,3,0,4,6000,9.63,0.2,0,2,31481
25.0,30000,3,1,3,6000,9.63,0.2,0,4,31481
25.0,30000,3,2,3,6000,9.32,0.2,0,4,31481
25.0,30000,3,0,1,6000,8.0,0.2,0,4,31481
25.0,30000,3,9,5,6000,10.99,0.2,0,3,31481
25.0,30000,3,2,0,6000,7.51,0.2,0,2,31481
25.0,30000,2,10,4,6000,14.74,0.2,1,2,31481
25.0,30000,3,9,3,6000,11.14,0.2,0,2,31481
22.0,35000,0,6,0,7000,5.79,0.2,0,3,31482
22.0,35000,3,2,4,7000,13.16,0.2,1,4,31482
22.0,35000,3,2,0,7000,11.11,0.19,0,3,31482
22.0,35000,0,0,3,7000,13.16,0.2,0,4,31482
22.0,35000,3,6,1,7000,13.98,0.2,0,4,31482
22.0,33000,3,3,5,4800,13.8,0.15,1,2,31485
23.0,30000,3,0,1,3000,7.4,0.1,0,3,31487
23.0,30000,3,2,3,3000,6.03,0.1,0,2,31487
23.0,30000,0,5,4,3000,15.58,0.1,1,4,31487
23.0,30000,3,2,0,3000,7.68,0.1,0,4,31487
23.0,30000,3,1,4,3000,11.48,0.1,0,2,31487
23.0,30000,3,0,4,3000,8.94,0.1,0,3,31487
23.0,30000,3,2,5,3000,14.65,0.1,1,2,31487
23.0,30000,3,3,1,3000,7.68,0.1,0,3,31487
23.0,30000,3,0,5,3000,9.32,0.1,0,2,31487
23.0,30000,0,6,4,3000,5.99,0.1,0,2,31487
23.0,30000,3,4,1,3000,13.98,0.1,1,2,31487
23.0,30000,3,4,5,3000,13.92,0.1,1,2,31487
23.0,30000,3,5,0,3000,10.0,0.1,0,2,31487
23.0,30000,3,7,0,3000,11.49,0.1,0,3,31487
23.0,30000,3,2,0,3000,12.18,0.1,0,4,31487
23.0,30000,3,3,1,3000,11.71,0.1,0,3,31487
23.0,30000,3,0,4,3000,11.11,0.1,0,3,31487
23.0,30000,3,0,0,3000,11.83,0.1,0,4,31487
23.0,30000,3,7,3,3000,11.71,0.1,0,2,31487
22.0,30000,3,0,3,1500,13.99,0.05,1,3,31491
22.0,30000,3,4,0,1500,13.11,0.05,0,2,31491
23.0,36100,0,4,1,10000,11.49,0.28,0,3,31492
23.0,28800,3,5,3,1600,9.88,0.06,0,2,31511
25.0,31000,0,6,5,7200,8.49,0.23,0,2,31529
21.0,35000,3,5,1,5200,11.36,0.14,0,2,31535
22.0,33600,0,1,3,5400,14.27,0.15,0,2,31544
24.0,28800,3,2,3,3000,7.51,0.1,0,2,31547
24.0,28800,3,2,3,3000,11.83,0.1,0,2,31547
22.0,31200,3,3,1,2750,15.21,0.09,1,2,31558
25.0,33280,3,0,5,10000,10.59,0.3,0,4,31575
24.0,35000,2,6,2,10400,7.51,0.3,0,4,31576
25.0,32000,0,9,5,8400,10.99,0.26,0,4,31577
31.0,24000,3,0,1,5600,13.22,0.23,1,6,31577
22.0,36000,0,6,0,8000,7.14,0.22,0,4,31580
22.0,36000,3,1,1,8000,12.84,0.22,0,2,31580
22.0,36000,2,1,5,8000,11.48,0.22,0,3,31580
22.0,36000,3,7,4,8000,10.65,0.22,0,2,31580
22.0,36000,3,0,0,8000,10.0,0.22,0,3,31580
22.0,36000,3,5,4,8000,7.51,0.22,0,3,31580
22.0,36000,0,0,1,8000,7.88,0.22,0,4,31580
22.0,36000,3,1,1,8000,10.99,0.22,0,4,31580
22.0,36000,2,5,1,8000,11.11,0.22,0,3,31580
22.0,36000,3,0,1,8000,5.42,0.22,0,2,31580
26.0,27000,3,9,4,3500,8.94,0.13,0,4,31585
28.0,24000,2,5,3,2000,6.76,0.08,0,7,31587
28.0,24000,2,1,5,2000,12.68,0.08,1,8,31587
22.0,42000,0,6,1,14575,6.62,0.35,0,4,31598
30.0,24414,3,0,3,5000,6.91,0.2,0,4,31600
24.0,27600,3,4,5,1500,7.29,0.06,0,2,31611
28.0,27600,3,2,1,7000,8.9,0.25,0,7,31617
28.0,27600,3,0,3,7000,7.49,0.25,0,5,31617
28.0,27600,3,3,1,7000,16.07,0.25,1,7,31617
23.0,34296,3,1,1,7800,13.61,0.23,0,3,31620
27.0,26400,3,2,5,4000,9.99,0.15,0,5,31623
29.0,27000,3,0,3,7500,11.34,0.29,1,8,31625
22.0,32400,3,4,4,4000,7.49,0.12,0,3,31626
22.0,32400,3,5,1,4000,13.48,0.12,1,4,31626
22.0,36500,0,6,4,8500,7.51,0.23,0,4,31630
33.0,21000,3,0,0,3000,11.83,0.14,0,6,31632
21.0,33000,3,5,0,3000,11.49,0.09,0,2,31638
22.0,35600,0,3,3,7500,10.99,0.21,0,2,31641
23.0,43200,0,7,5,18000,10.99,0.42,0,4,31649
26.0,33600,2,10,4,12000,7.49,0.36,0,3,31652
28.0,28000,3,2,3,7500,5.42,0.27,0,9,31676
22.0,37000,0,0,4,9000,7.14,0.24,0,2,31679
25.0,32004,3,8,0,8300,8.49,0.27,0,4,31682
21.0,34000,3,5,5,4000,7.9,0.12,0,4,31687
22.0,36000,0,1,4,7875,12.21,0.22,0,3,31705
25.0,35000,3,2,3,12000,11.71,0.34,0,3,31723
25.0,35000,3,2,0,12000,7.88,0.34,0,3,31723
22.0,37500,3,6,0,9500,11.49,0.26,0,4,31729
25.0,31000,0,9,1,7000,8.9,0.23,0,3,31729
21.0,35000,3,5,3,5000,7.37,0.14,0,3,31735
21.0,35000,3,5,1,5000,15.23,0.14,0,2,31735
21.0,35000,3,4,1,5000,7.49,0.14,0,2,31735
21.0,35000,3,5,5,5000,11.71,0.14,0,4,31735
21.0,35000,2,5,5,5000,7.51,0.14,0,3,31735
21.0,35000,3,0,4,5000,13.23,0.14,1,4,31735
21.0,35000,3,0,1,5000,11.14,0.14,0,3,31735
27.0,31400,0,4,5,10625,12.61,0.33,1,7,31737
21.0,31200,3,2,4,1000,11.14,0.03,0,4,31753
26.0,36000,2,10,0,15000,9.63,0.42,0,2,31768
24.0,34000,3,8,5,9000,9.96,0.26,0,3,31777
22.0,38000,3,2,4,10000,10.99,0.26,0,3,31778
22.0,38000,3,0,4,10000,10.99,0.26,0,2,31778
22.0,38000,0,6,5,10000,10.99,0.26,0,4,31778
22.0,38000,3,7,1,10000,10.95,0.26,0,3,31778
22.0,38000,3,7,4,10000,6.17,0.26,0,3,31778
22.0,38000,3,2,0,10000,10.38,0.26,0,4,31778
22.0,38000,3,6,4,10000,9.99,0.26,0,4,31778
22.0,38000,3,0,1,10000,7.66,0.26,0,3,31778
22.0,38000,3,2,1,10000,8.59,0.26,0,4,31778
22.0,38000,0,3,0,10000,7.51,0.26,0,4,31778
26.0,30000,3,0,3,7200,11.71,0.24,0,4,31778
28.0,27000,3,0,0,6000,13.11,0.22,1,5,31778
27.0,28000,3,0,3,6000,7.9,0.21,0,6,31779
25.0,27996,3,0,5,3200,9.63,0.12,0,2,31781
38.0,18000,3,1,5,2400,12.69,0.13,0,14,31781
22.0,38004,3,3,4,10000,17.56,0.26,1,4,31782
22.0,38004,3,2,5,10000,10.75,0.26,0,4,31782
22.0,38004,3,0,3,10000,7.88,0.26,0,2,31782
22.0,38004,3,4,1,10000,10.37,0.26,0,2,31782
22.0,38004,3,5,1,10000,10.75,0.26,0,4,31782
22.0,38004,3,5,3,10000,13.35,0.26,1,3,31782
23.0,35482,0,7,5,9000,7.66,0.26,0,2,31782
21.0,36000,3,5,3,6000,10.65,0.17,0,4,31784
21.0,36000,3,5,1,6000,7.9,0.17,0,2,31784
21.0,36000,3,2,5,6000,7.51,0.17,0,2,31784
21.0,36000,3,0,4,6000,7.9,0.17,0,2,31784
23.0,32000,3,1,5,5000,9.99,0.16,0,2,31784
23.0,32000,3,1,1,5000,11.58,0.16,0,4,31784
23.0,32000,3,3,3,5000,14.79,0.16,0,4,31784
23.0,32000,3,4,1,5000,14.22,0.16,1,3,31784
23.0,32000,3,1,3,5000,7.14,0.16,0,3,31784
23.0,32000,3,7,1,5000,10.65,0.16,0,2,31784
23.0,32000,3,0,1,5000,14.35,0.16,1,2,31784
24.0,30000,3,1,3,4200,14.79,0.14,1,3,31784
29.0,24000,2,13,5,3000,10.74,0.13,0,5,31784
29.0,24000,3,4,0,3000,10.37,0.13,0,5,31784
23.0,32004,2,0,1,5000,8.0,0.16,0,4,31788
22.0,30000,3,6,1,1200,10.99,0.04,0,4,31792
26.0,26400,3,0,3,2500,11.36,0.09,0,4,31807
22.0,31200,3,7,5,2500,10.37,0.08,0,2,31809
21.0,37000,0,5,5,7000,10.99,0.19,0,4,31832
21.0,37000,3,2,1,7000,7.14,0.19,0,3,31832
23.0,36396,0,5,1,10000,14.72,0.27,0,3,31832
28.0,27040,0,7,2,6000,8.59,0.22,0,7,31834
26.0,27000,3,2,3,3250,13.49,0.12,0,4,31835
27.0,32500,0,11,1,12000,8.94,0.37,0,5,31845
24.0,28560,2,5,4,2400,12.69,0.08,0,2,31860
23.0,31200,3,1,1,4000,11.49,0.13,0,2,31865
23.0,31200,3,2,5,4000,11.12,0.13,0,4,31865
22.0,35350,3,3,1,7000,9.99,0.2,0,4,31867
23.0,36000,3,3,5,9500,13.48,0.27,1,2,31878
21.0,38000,3,2,1,8000,13.61,0.21,0,3,31881
21.0,38000,0,5,1,8000,7.51,0.21,0,4,31881
21.0,38000,3,5,1,8000,13.11,0.21,0,4,31881
24.0,32000,3,0,3,6500,13.49,0.2,0,4,31881
25.0,30000,3,0,4,5600,13.57,0.19,0,2,31881
22.0,35000,3,0,4,6600,10.95,0.18,0,2,31882
22.0,34000,3,1,1,5500,13.49,0.16,0,3,31884
22.0,31200,3,1,1,2400,6.62,0.08,0,4,31909
23.0,29496,3,7,5,2000,11.58,0.07,0,3,31910
28.0,29963,2,13,1,10000,15.96,0.34,1,8,31920
29.0,27000,3,4,3,7200,13.85,0.26,1,5,31925
24.0,29120,3,3,5,3000,8.94,0.1,0,2,31931
23.0,33000,3,4,4,6000,10.59,0.18,0,2,31932
23.0,33000,3,0,1,6000,12.69,0.18,0,3,31932
23.0,33000,3,7,5,6000,10.65,0.18,0,2,31932
21.0,35000,3,1,3,4800,5.42,0.14,0,2,31935
22.0,33600,0,4,0,5000,11.71,0.15,0,4,31944
22.0,45000,3,3,5,17500,10.25,0.39,0,2,31971
32.0,25000,3,0,1,8000,14.65,0.32,1,5,31971
22.0,39996,3,3,0,12000,7.51,0.3,0,3,31972
22.0,39996,0,3,3,12000,10.36,0.3,0,4,31972
22.0,39996,3,1,1,12000,13.61,0.3,1,4,31972
22.0,39996,3,6,3,12000,10.59,0.3,0,2,31972
22.0,39996,3,3,5,12000,16.49,0.3,1,2,31972
28.0,30000,0,2,3,10000,7.51,0.33,0,10,31972
28.0,30000,2,2,2,10000,5.79,0.33,0,8,31972
28.0,30000,2,0,4,10000,13.49,0.33,0,8,31972
25.0,33600,3,5,5,10000,11.49,0.3,0,2,31975
22.0,40000,0,3,4,12000,10.36,0.3,0,2,31976
22.0,40000,3,3,3,12000,11.71,0.3,0,3,31976
22.0,40000,3,2,3,12000,12.18,0.3,0,3,31976
22.0,40000,3,4,1,12000,10.59,0.3,0,2,31976
22.0,40000,3,2,1,12000,11.89,0.3,0,2,31976
22.0,40000,3,4,1,12000,12.69,0.3,0,4,31976
22.0,40000,0,6,1,12000,14.11,0.3,1,4,31976
22.0,40000,3,3,0,12000,11.89,0.3,0,4,31976
22.0,40000,3,6,5,12000,11.36,0.3,0,3,31976
22.0,40000,0,6,1,12000,12.69,0.3,0,3,31976
22.0,40000,3,6,5,12000,10.99,0.3,0,4,31976
22.0,40000,0,6,0,12000,10.65,0.3,0,4,31976
22.0,40000,3,6,1,12000,7.9,0.3,0,3,31976
22.0,40000,3,6,4,12000,13.11,0.3,1,2,31976
22.0,40000,0,3,1,12000,6.54,0.3,0,4,31976
22.0,40000,3,1,1,12000,6.99,0.3,0,2,31976
22.0,40000,3,7,4,12000,11.71,0.3,0,4,31976
22.0,40000,3,5,3,12000,12.69,0.3,0,2,31976
22.0,40000,3,6,3,12000,11.11,0.3,0,2,31976
22.0,40000,3,3,5,12000,12.21,0.3,0,3,31976
22.0,40000,3,1,0,12000,10.99,0.3,0,4,31976
22.0,40000,3,1,5,12000,10.99,0.3,0,2,31976
22.0,40000,0,2,1,12000,9.88,0.3,0,2,31976
22.0,40000,0,0,1,12000,11.71,0.3,0,2,31976
22.0,40000,3,1,5,12000,7.88,0.3,0,4,31976
22.0,40000,3,2,0,12000,10.25,0.3,0,3,31976
24.0,35000,0,6,0,10000,5.99,0.29,0,4,31976
24.0,35000,2,9,1,10000,7.66,0.29,0,2,31976
24.0,35000,3,0,3,10000,9.88,0.29,0,2,31976
24.0,35000,3,1,1,10000,7.88,0.29,0,2,31976
24.0,35000,3,8,4,10000,13.06,0.29,0,4,31976
24.0,35000,3,0,3,10000,11.26,0.29,0,2,31976
24.0,35000,3,4,5,10000,11.49,0.29,0,4,31976
24.0,35000,3,1,5,10000,12.87,0.29,1,3,31976
24.0,35000,3,5,3,10000,7.51,0.29,0,4,31976
24.0,35000,3,1,0,10000,8.49,0.29,0,3,31976
24.0,35000,0,8,3,10000,10.59,0.29,0,2,31976
24.0,35000,2,4,4,10000,7.51,0.29,0,3,31976
24.0,35000,3,8,5,10000,13.48,0.29,0,3,31976
24.0,35000,2,2,4,10000,8.94,0.29,0,3,31976
28.0,28000,2,9,3,7200,6.62,0.26,0,9,31976
25.0,32000,3,8,4,8000,10.25,0.26,0,4,31978
25.0,32000,3,4,4,8000,13.57,0.25,1,2,31978
25.0,32000,3,5,3,8000,7.29,0.25,0,4,31978
25.0,32000,3,3,1,8000,5.99,0.25,0,2,31978
26.0,30000,3,3,0,7000,8.9,0.23,0,3,31978
26.0,30000,0,1,2,7000,12.53,0.23,1,4,31978
30.0,25000,3,2,0,5500,13.49,0.22,0,7,31978
21.0,40000,3,5,1,10000,14.27,0.25,0,4,31979
21.0,40000,3,3,0,10000,13.61,0.25,0,4,31979
21.0,40000,3,3,1,10000,7.66,0.25,0,3,31979
21.0,40000,3,3,0,10000,11.71,0.25,0,2,31979
21.0,40000,3,5,5,10000,13.49,0.25,1,2,31979
21.0,40000,3,5,1,10000,11.86,0.25,0,4,31979
21.0,40000,0,5,5,10000,9.91,0.25,0,3,31979
21.0,40000,3,4,1,10000,10.08,0.25,0,3,31979
21.0,40000,3,5,0,10000,11.71,0.25,0,2,31979
21.0,40000,3,3,4,10000,11.71,0.25,0,4,31979
21.0,40000,0,5,1,10000,7.51,0.25,0,4,31979
28.0,24996,2,0,1,3000,14.09,0.12,1,7,31979
21.0,33900,0,2,1,3600,12.53,0.11,0,4,31982
22.0,35000,3,5,0,6500,10.99,0.19,0,2,31982
22.0,35000,3,0,3,6500,10.75,0.19,0,4,31982
22.0,35000,3,1,4,6500,11.89,0.18,0,2,31982
21.0,36000,0,4,0,5800,7.88,0.16,0,2,31984
25.0,28800,3,3,3,4000,10.37,0.14,0,2,31984
25.0,28800,0,2,0,4000,7.51,0.14,0,2,31984
25.0,28800,2,2,5,4000,11.83,0.14,0,4,31984
24.0,30000,3,1,1,4000,14.35,0.13,1,4,31985
24.0,30000,0,8,2,4000,13.92,0.13,1,2,31985
24.0,30000,3,6,3,4000,10.33,0.13,0,2,31985
24.0,30000,0,6,2,4000,5.99,0.13,0,3,31985
24.0,30000,3,1,3,4000,14.22,0.13,1,4,31985
24.0,30000,0,0,5,4000,10.37,0.13,0,4,31985
24.0,30000,3,2,3,4000,11.34,0.13,1,2,31985
24.0,30000,3,0,4,4000,12.99,0.13,1,3,31985
24.0,30000,3,8,3,4000,7.74,0.13,0,4,31985
24.0,30000,0,5,4,4000,9.99,0.13,0,2,31985
24.0,30000,3,3,3,4000,10.36,0.13,0,3,31985
24.0,30000,0,1,3,4000,6.54,0.13,0,2,31985
24.0,30000,3,2,3,4000,11.99,0.13,0,2,31985
24.0,30000,2,5,4,4000,10.0,0.13,0,3,31985
28.0,25000,0,2,2,3000,11.78,0.12,1,9,31985
28.0,25000,2,0,5,3000,8.49,0.12,0,6,31985
23.0,30000,2,1,5,2500,11.14,0.08,0,3,31989
23.0,30000,2,6,5,2500,11.11,0.08,0,2,31989
28.0,24000,3,1,1,1600,6.99,0.07,0,10,31989
28.0,24000,2,3,5,1600,11.12,0.07,0,7,31989
22.0,30000,0,5,1,1000,13.49,0.03,1,4,31993
22.0,30000,3,0,3,1000,9.32,0.03,0,4,31993
22.0,30000,0,6,1,1000,15.21,0.03,1,4,31993
22.0,33685,0,6,0,5000,13.85,0.15,0,2,32038
21.0,37200,3,3,0,7000,7.9,0.19,0,4,32042
21.0,37200,3,2,5,7000,7.88,0.19,0,3,32042
23.0,37460,0,7,1,11000,6.54,0.29,0,3,32055
21.0,42000,3,5,1,12000,13.06,0.29,0,4,32077
24.0,33000,3,0,1,7500,6.62,0.23,0,4,32079
22.0,36000,3,3,1,7500,13.48,0.21,0,3,32081
22.0,36000,3,3,3,7500,10.38,0.21,0,2,32081
22.0,36000,0,5,1,7500,8.49,0.21,0,2,32081
22.0,36000,3,5,0,7500,12.53,0.21,1,4,32081
21.0,33996,3,1,0,3600,12.98,0.11,1,4,32083
23.0,30000,3,0,1,2400,11.71,0.08,0,2,32089
27.0,29120,2,0,3,7200,8.94,0.25,0,5,32089
28.0,24000,3,0,4,1500,12.21,0.06,0,10,32089
28.0,24000,3,4,3,1500,12.99,0.06,0,6,32089
21.0,32000,0,4,3,1500,12.99,0.05,1,3,32092
21.0,32000,3,5,4,1500,14.35,0.05,1,4,32092
25.0,37000,0,4,1,14125,12.68,0.38,0,2,32095
23.0,28800,3,3,1,1000,14.27,0.03,1,2,32113
31.0,24996,3,0,0,6600,12.99,0.27,1,9,32119
21.0,33000,3,3,4,2500,14.35,0.08,0,4,32140
21.0,33000,0,4,1,2500,6.76,0.08,0,2,32140
24.0,28800,1,6,1,2400,14.27,0.08,0,4,32148
21.0,35400,3,0,4,5000,6.03,0.14,0,3,32155
53.0,24000,2,4,4,6000,9.63,0.25,0,28,32157
27.0,30000,3,1,3,8300,8.9,0.28,0,6,32175
24.0,30996,3,0,0,5000,7.29,0.16,0,2,32178
29.0,26000,3,4,4,5500,10.65,0.21,0,9,32178
31.0,24000,3,6,1,5000,11.83,0.21,0,5,32178
31.0,24000,3,5,3,5000,7.29,0.21,0,8,32178
31.0,24000,3,0,3,5000,6.91,0.21,0,7,32178
31.0,24000,3,0,3,5000,6.76,0.21,0,5,32178
31.0,24000,3,2,0,5000,10.65,0.21,0,8,32178
24.0,30000,3,0,4,3800,7.51,0.12,0,2,32185
22.0,32000,0,6,1,3000,11.83,0.09,0,3,32188
22.0,32000,3,0,5,3000,6.99,0.09,0,3,32188
26.0,31200,3,4,4,8325,8.9,0.27,0,3,32211
27.0,35000,0,4,3,15000,10.37,0.43,0,7,32217
22.0,38400,0,6,4,10000,10.25,0.26,0,3,32218
